日時,スタッフコード,姓 名,所属グループ名,スタッフ種別,総労働時間,プロジェクトコード,プロジェクト名,工数
2023/10/8,27,蓮介 蓮介,部署1,社員,0:00,未入力,未入力,0:00
2023/10/8,55,夏 夏,部署6,パートナー,0:00,未入力,未入力,0:00
2023/10/8,57,田中 田中,部署6,パートナー,0:00,未入力,未入力,0:00
2023/10/8,56,四国 四国,部署6,パートナー,0:00,未入力,未入力,0:00
2023/10/8,48,冬 冬,部署1,社員,0:00,未入力,未入力,0:00
2023/10/8,50,大分 大分,部署2,社員,0:00,未入力,未入力,0:00
2023/10/8,11,三佐 三佐,部署1,契約,0:00,未入力,未入力,0:00
2023/10/8,51,大阪 大阪,部署2,社員,0:00,未入力,未入力,0:00
2023/10/8,52,丘 丘,部署1,社員,0:00,未入力,未入力,0:00
2023/10/8,53,治 治,部署2,社員,0:00,未入力,未入力,0:00
2023/10/8,54,福井 福井,部署1,社員,0:00,未入力,未入力,0:00
2023/10/8,58,空 空,部署1,社員,0:00,未入力,未入力,0:00
2023/10/8,68,講師 講師,部署2,社員,0:00,未入力,未入力,0:00
2023/10/8,59,九州 九州,部署2,社員,0:00,未入力,未入力,0:00
2023/10/8,61,新潟 新潟,部署2,社員,0:00,未入力,未入力,0:00
2023/10/8,33,河川 河川,部署1,社員,0:00,未入力,未入力,0:00
2023/10/8,87,連多 連多,部署1,社員,0:00,未入力,未入力,0:00
2023/10/8,16,福岡 福岡,部署2,契約,0:00,未入力,未入力,0:00
2023/10/8,85,現部 現部,部署7,社員,0:00,未入力,未入力,0:00
2023/10/8,81,丸 丸,部署7,社員,0:00,未入力,未入力,0:00
2023/10/8,2,有働 有働,部署7,社員,0:00,未入力,未入力,0:00
2023/10/8,88,中部 中部,部署7,社員,0:00,未入力,未入力,0:00
2023/10/8,84,白 白,部署7,社員,0:00,未入力,未入力,0:00
2023/10/8,90,地面 地面,部署7,社員,0:00,未入力,未入力,0:00
2023/10/8,100,三重 三重,部署1,パートナー,0:00,未入力,未入力,0:00
2023/10/9,29,星 星,部署9,社員,0:00,未入力,未入力,0:00
2023/10/9,26,北海道 北海道,部署3,社員,0:00,未入力,未入力,0:00
2023/10/9,21,山形 山形,部署8,社員,0:00,未入力,未入力,0:00
2023/10/9,13,沖縄 沖縄,部署8,社員,0:00,未入力,未入力,0:00
2023/10/9,37,京都 京都,部署8,社員,0:00,未入力,未入力,0:00
2023/10/9,31,愛媛 愛媛,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,10,真方 真方,部署3,社員,0:00,未入力,未入力,0:00
2023/10/9,25,点か 点か,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,6,川 川,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,12,湘南 湘南,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,46,広島 広島,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,42,神戸 神戸,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,40,今 今,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,45,動物 動物,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,43,照子 照子,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,41,府 府,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,32,昔 昔,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,47,浜辺 浜辺,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,44,王都 王都,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,46,奈良 なら,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,19,山田 山田,部署3,社員,0:00,未入力,未入力,0:00
2023/10/9,20,円筒 円筒,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,23,生徒 生徒,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,22,自然 自然,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,39,途方 途方,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,35,青森 青森,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,28,扇子 扇子,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,1,伊藤 伊藤,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,5,群馬 群馬,部署4,社員,0:00,未入力,未入力,0:00
2023/10/9,24,首都 首都,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,14,壮図 壮図,部署2,契約,0:00,未入力,未入力,0:00
2023/10/9,15,千葉 千葉,部署2,契約,0:00,未入力,未入力,0:00
2023/10/9,49,海 海,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,38,秋 秋,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,17,延期 延期,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,4,尾藤 尾藤,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,7,聖来 聖来,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,18,岩手 岩手,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,36,三機 三機,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,30,壮太 壮太,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,34,関東 関東,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,3,横 横,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,27,蓮介 蓮介,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,55,夏 夏,部署6,パートナー,0:00,未入力,未入力,0:00
2023/10/9,57,田中 田中,部署6,パートナー,0:00,未入力,未入力,0:00
2023/10/9,56,四国 四国,部署6,パートナー,0:00,未入力,未入力,0:00
2023/10/9,48,冬 冬,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,50,大分 大分,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,11,三佐 三佐,部署1,契約,0:00,未入力,未入力,0:00
2023/10/9,51,大阪 大阪,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,52,丘 丘,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,53,治 治,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,54,福井 福井,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,58,空 空,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,68,講師 講師,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,59,九州 九州,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,61,新潟 新潟,部署2,社員,0:00,未入力,未入力,0:00
2023/10/9,33,河川 河川,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,87,連多 連多,部署1,社員,0:00,未入力,未入力,0:00
2023/10/9,16,福岡 福岡,部署2,契約,0:00,未入力,未入力,0:00
2023/10/9,85,現部 現部,部署7,社員,0:00,未入力,未入力,0:00
2023/10/9,81,丸 丸,部署7,社員,0:00,未入力,未入力,0:00
2023/10/9,2,有働 有働,部署7,社員,0:00,未入力,未入力,0:00
2023/10/9,88,中部 中部,部署7,社員,0:00,未入力,未入力,0:00
2023/10/9,84,白 白,部署7,社員,0:00,未入力,未入力,0:00
2023/10/9,90,地面 地面,部署7,社員,0:00,未入力,未入力,0:00
2023/10/9,100,三重 三重,部署1,パートナー,0:00,未入力,未入力,0:00
2023/10/10,29,星 星,部署9,社員,10:30,CCC-HEX-7-1,H事業,2:00
2023/10/10,29,星 星,部署9,社員,10:30,DDD-6-0,Y業務,6:30
2023/10/10,29,星 星,部署9,社員,10:30,DDD-1-0,L作業,2:00
2023/10/10,26,北海道 北海道,部署3,社員,4:00,未入力,未入力,0:00
2023/10/10,21,山形 山形,部署8,社員,8:40,BBB-107,Y業務,0:30
2023/10/10,21,山形 山形,部署8,社員,8:40,BBB-107,Y業務,2:00
2023/10/10,21,山形 山形,部署8,社員,8:40,BBB-103,Y業務,1:00
2023/10/10,21,山形 山形,部署8,社員,8:40,BBB-101,Y業務,5:00
2023/10/10,13,沖縄 沖縄,部署8,社員,8:13,未入力,未入力,0:00
2023/10/10,37,京都 京都,部署8,社員,8:21,BBB-107,Y業務,3:30
2023/10/10,37,京都 京都,部署8,社員,8:21,BBB-105,Y業務,3:00
2023/10/10,37,京都 京都,部署8,社員,8:21,BBB-104,Y業務,1:00
2023/10/10,37,京都 京都,部署8,社員,8:21,BBB-102,Y業務,0:30
2023/10/10,31,愛媛 愛媛,部署2,社員,11:00,CCC-SNC-11-2,S常駐業務,7:00
2023/10/10,31,愛媛 愛媛,部署2,社員,11:00,DDD-2-0,Y業務,4:00
2023/10/10,10,真方 真方,部署3,社員,9:18,未入力,未入力,0:00
2023/10/10,25,点か 点か,部署1,社員,11:00,DDD-1-0,L作業,0:30
2023/10/10,25,点か 点か,部署1,社員,11:00,DDD-2-0,Y業務,4:30
2023/10/10,25,点か 点か,部署1,社員,11:00,CCC-HPE-1-0,H事業,3:30
2023/10/10,25,点か 点か,部署1,社員,11:00,CCC-SBDDD-2-0,S常駐業務,0:30
2023/10/10,25,点か 点か,部署1,社員,11:00,CCC-CVL-1-0,Y業務,2:00
2023/10/10,6,川 川,部署1,社員,0:00,未入力,未入力,0:00
2023/10/10,12,湘南 湘南,部署2,社員,10:00,AAA-IC-1-0,J業務,0:45
2023/10/10,12,湘南 湘南,部署2,社員,10:00,AAA-IC-1-0,J業務,1:15
2023/10/10,12,湘南 湘南,部署2,社員,10:00,AAA-IC-1-0,J業務,5:15
2023/10/10,12,湘南 湘南,部署2,社員,10:00,AAA-IC-1-0,J業務,2:45
2023/10/10,46,広島 広島,部署2,社員,11:15,AAA-IC-4-0,J業務,9:45
2023/10/10,46,広島 広島,部署2,社員,11:15,DDD-1-0,L作業,1:30
2023/10/10,42,神戸 神戸,部署2,社員,10:00,CCC-ALJ-4-0,AB開発,0:15
2023/10/10,42,神戸 神戸,部署2,社員,10:00,CCC-ALJ-4-0,AB開発,7:15
2023/10/10,42,神戸 神戸,部署2,社員,10:00,CCC-ALJ-4-0,AB開発,2:30
2023/10/10,40,今 今,部署2,社員,8:00,CCC-ALJ-4-0,AB開発,1:00
2023/10/10,40,今 今,部署2,社員,8:00,CCC-ALJ-4-0,AB開発,7:00
2023/10/10,45,動物 動物,部署2,社員,13:30,CCC-SNC-11-2,S常駐業務,11:30
2023/10/10,45,動物 動物,部署2,社員,13:30,CCC-SNC-11-2,S常駐業務,2:00
2023/10/10,43,照子 照子,部署1,社員,8:45,AAA-DIDDD-1-0,DDD常駐業務,1:00
2023/10/10,43,照子 照子,部署1,社員,8:45,AAA-DIDDD-1-0,DDD常駐業務,7:45
2023/10/10,41,府 府,部署2,社員,0:00,未入力,未入力,0:00
2023/10/10,32,昔 昔,部署2,社員,8:40,AAA-IC-1-0,J業務,8:40
2023/10/10,47,浜辺 浜辺,部署1,社員,7:37,AAA-DDDEC-2-0,K事業,1:00
2023/10/10,47,浜辺 浜辺,部署1,社員,7:37,AAA-DDDEC-2-0,K事業,1:00
2023/10/10,47,浜辺 浜辺,部署1,社員,7:37,AAA-DDDEC-2-0,K事業,5:37
2023/10/10,44,王都 王都,部署2,社員,8:00,CCC-YC-1-0,L作業,8:00
2023/10/10,46,奈良 なら,部署1,社員,0:00,未入力,未入力,0:00
2023/10/10,19,山田 山田,部署3,社員,8:00,未入力,未入力,0:00
2023/10/10,20,円筒 円筒,部署2,社員,9:00,CCC-CVL-1-1,Y業務,1:00
2023/10/10,20,円筒 円筒,部署2,社員,9:00,CCC-CVL-1-1,Y業務,0:30
2023/10/10,20,円筒 円筒,部署2,社員,9:00,CCC-CVL-1-1,Y業務,7:30
2023/10/10,23,生徒 生徒,部署2,社員,11:00,AAA-IC-4-0,J業務,11:00
2023/10/10,22,自然 自然,部署1,社員,0:00,未入力,未入力,0:00
2023/10/10,39,途方 途方,部署2,社員,8:00,AAA-DDDAS-2-0,K事業,1:00
2023/10/10,39,途方 途方,部署2,社員,8:00,AAA-DDDAS-2-0,K事業,7:00
2023/10/10,35,青森 青森,部署2,社員,7:55,AAA-IC-5-0,K事業,7:55
2023/10/10,28,扇子 扇子,部署2,社員,13:30,CCC-SNC-11-2,S常駐業務,13:30
2023/10/10,1,伊藤 伊藤,部署2,社員,7:30,AAA-ILL-1-0,K事業,7:30
2023/10/10,5,群馬 群馬,部署4,社員,0:00,未入力,未入力,0:00
2023/10/10,24,首都 首都,部署2,社員,9:30,AAA-IC-1-0,J業務,8:00
2023/10/10,24,首都 首都,部署2,社員,9:30,DDD-1-0,L作業,1:30
2023/10/10,14,壮図 壮図,部署2,契約,0:00,未入力,未入力,0:00
2023/10/10,15,千葉 千葉,部署2,契約,8:00,CCC-SNC-1-4,S常駐業務,4:00
2023/10/10,15,千葉 千葉,部署2,契約,8:00,CCC-SNC-11-2,S常駐業務,4:00
2023/10/10,49,海 海,部署2,社員,11:30,CCC-ALJ-4-0,AB開発,6:00
2023/10/10,49,海 海,部署2,社員,11:30,CCC-ALJ-4-0,AB開発,2:00
2023/10/10,49,海 海,部署2,社員,11:30,CCC-ALJ-4-0,AB開発,3:30
2023/10/10,38,秋 秋,部署2,社員,0:00,未入力,未入力,0:00
2023/10/10,17,延期 延期,部署1,社員,8:00,AAA-EXE-1-0,K事業,1:00
2023/10/10,17,延期 延期,部署1,社員,8:00,AAA-EXE-1-0,K事業,1:00
2023/10/10,17,延期 延期,部署1,社員,8:00,AAA-EXE-1-0,K事業,4:00
2023/10/10,17,延期 延期,部署1,社員,8:00,AAA-EXE-1-0,K事業,2:00
2023/10/10,4,尾藤 尾藤,部署1,社員,8:00,CCC-HPE-1-0,H事業,8:00
2023/10/10,7,聖来 聖来,部署1,社員,8:00,DDD-1-0,L作業,8:00
2023/10/10,18,岩手 岩手,部署1,社員,8:00,AAA-HPY-1-0,G常駐業務,8:00
2023/10/10,36,三機 三機,部署1,社員,0:00,未入力,未入力,0:00
2023/10/10,30,壮太 壮太,部署1,社員,7:30,AAA-KSK-1-0,K業務,7:30
2023/10/10,34,関東 関東,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,7:00
2023/10/10,34,関東 関東,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,1:00
2023/10/10,3,横 横,部署1,社員,8:30,AAA-EXE-1-0,K事業,2:30
2023/10/10,3,横 横,部署1,社員,8:30,AAA-EXE-1-0,K事業,6:00
2023/10/10,27,蓮介 蓮介,部署1,社員,9:30,AAA-EXE-1-0,K事業,1:00
2023/10/10,27,蓮介 蓮介,部署1,社員,9:30,AAA-EXE-1-0,K事業,8:30
2023/10/10,55,夏 夏,部署6,パートナー,9:30,未入力,未入力,0:00
2023/10/10,57,田中 田中,部署6,パートナー,9:45,CCC-HEX-5-1,H事業,6:30
2023/10/10,57,田中 田中,部署6,パートナー,9:45,CCC-HEX-5-1,H事業,0:15
2023/10/10,57,田中 田中,部署6,パートナー,9:45,CCC-HEX-5-1,H事業,3:00
2023/10/10,56,四国 四国,部署6,パートナー,8:00,CCC-ARM-2-0,K事業,1:00
2023/10/10,56,四国 四国,部署6,パートナー,8:00,CCC-ARM-2-0,K事業,7:00
2023/10/10,48,冬 冬,部署1,社員,8:00,CCC-SNC-11-2,S常駐業務,8:00
2023/10/10,50,大分 大分,部署2,社員,8:00,AAA-JOPS-1-0,Y業務,8:00
2023/10/10,11,三佐 三佐,部署1,契約,0:00,未入力,未入力,0:00
2023/10/10,51,大阪 大阪,部署2,社員,8:00,CCC-ARM-2-0,K事業,1:00
2023/10/10,51,大阪 大阪,部署2,社員,8:00,CCC-ARM-2-0,K事業,7:00
2023/10/10,52,丘 丘,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,8:00
2023/10/10,53,治 治,部署2,社員,8:00,AAA-EXE-1-0,K事業,7:00
2023/10/10,53,治 治,部署2,社員,8:00,AAA-EXE-1-0,K事業,1:00
2023/10/10,54,福井 福井,部署1,社員,10:00,DDD-1-0,L作業,1:00
2023/10/10,54,福井 福井,部署1,社員,10:00,DDD-1-0,L作業,1:00
2023/10/10,54,福井 福井,部署1,社員,10:00,CCC-CVL-1-0,Y業務,1:30
2023/10/10,54,福井 福井,部署1,社員,10:00,CCC-CVL-1-0,Y業務,0:30
2023/10/10,54,福井 福井,部署1,社員,10:00,CCC-CVL-1-0,Y業務,6:00
2023/10/10,58,空 空,部署1,社員,8:00,AAA-MIX-1-0,L作業,8:00
2023/10/10,68,講師 講師,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/10/10,59,九州 九州,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/10/10,61,新潟 新潟,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/10/10,33,河川 河川,部署1,社員,7:35,AAA-EXE-1-0,K事業,4:00
2023/10/10,33,河川 河川,部署1,社員,7:35,AAA-EXE-1-0,K事業,3:30
2023/10/10,87,連多 連多,部署1,社員,0:00,未入力,未入力,0:00
2023/10/10,16,福岡 福岡,部署2,契約,0:00,未入力,未入力,0:00
2023/10/10,85,現部 現部,部署7,社員,0:00,未入力,未入力,0:00
2023/10/10,81,丸 丸,部署7,社員,0:00,未入力,未入力,0:00
2023/10/10,2,有働 有働,部署7,社員,0:00,未入力,未入力,0:00
2023/10/10,88,中部 中部,部署7,社員,0:00,未入力,未入力,0:00
2023/10/10,84,白 白,部署7,社員,0:00,未入力,未入力,0:00
2023/10/10,90,地面 地面,部署7,社員,0:00,未入力,未入力,0:00
2023/10/10,100,三重 三重,部署1,パートナー,0:00,未入力,未入力,0:00
2023/10/11,29,星 星,部署9,社員,8:30,CCC-HEX-7-1,H事業,2:30
2023/10/11,29,星 星,部署9,社員,8:30,DDD-6-0,Y業務,3:00
2023/10/11,29,星 星,部署9,社員,8:30,DDD-1-0,L作業,2:00
2023/10/11,29,星 星,部署9,社員,8:30,DDD-1-0,L作業,1:00
2023/10/11,26,北海道 北海道,部署3,社員,8:00,未入力,未入力,0:00
2023/10/11,21,山形 山形,部署8,社員,7:37,BBB-107,Y業務,0:30
2023/10/11,21,山形 山形,部署8,社員,7:37,BBB-104,Y業務,0:30
2023/10/11,21,山形 山形,部署8,社員,7:37,BBB-101,Y業務,7:15
2023/10/11,13,沖縄 沖縄,部署8,社員,8:37,未入力,未入力,0:00
2023/10/11,37,京都 京都,部署8,社員,3:56,BBB-102,Y業務,1:00
2023/10/11,37,京都 京都,部署8,社員,3:56,BBB-104,Y業務,0:30
2023/10/11,37,京都 京都,部署8,社員,3:56,BBB-105,Y業務,2:30
2023/10/11,31,愛媛 愛媛,部署2,社員,11:00,CCC-SNC-11-2,S常駐業務,9:00
2023/10/11,31,愛媛 愛媛,部署2,社員,11:00,DDD-2-0,Y業務,2:00
2023/10/11,10,真方 真方,部署3,社員,8:37,未入力,未入力,0:00
2023/10/11,25,点か 点か,部署1,社員,9:30,DDD-1-0,L作業,0:30
2023/10/11,25,点か 点か,部署1,社員,9:30,DDD-2-0,Y業務,3:00
2023/10/11,25,点か 点か,部署1,社員,9:30,CCC-HPE-1-0,H事業,3:30
2023/10/11,25,点か 点か,部署1,社員,9:30,CCC-SBDDD-2-0,S常駐業務,0:30
2023/10/11,25,点か 点か,部署1,社員,9:30,CCC-CVL-1-0,Y業務,2:00
2023/10/11,6,川 川,部署1,社員,0:00,未入力,未入力,0:00
2023/10/11,12,湘南 湘南,部署2,社員,11:15,AAA-IC-1-0,J業務,2:30
2023/10/11,12,湘南 湘南,部署2,社員,11:15,AAA-IC-1-0,J業務,2:45
2023/10/11,12,湘南 湘南,部署2,社員,11:15,AAA-IC-1-0,J業務,2:15
2023/10/11,12,湘南 湘南,部署2,社員,11:15,DDD-1-0,L作業,0:45
2023/10/11,12,湘南 湘南,部署2,社員,11:15,DDD-1-0,L作業,0:45
2023/10/11,12,湘南 湘南,部署2,社員,11:15,CCC-SNC-1-4,S常駐業務,1:15
2023/10/11,12,湘南 湘南,部署2,社員,11:15,CCC-SNC-1-4,S常駐業務,1:00
2023/10/11,46,広島 広島,部署2,社員,10:45,AAA-IC-4-0,J業務,10:45
2023/10/11,42,神戸 神戸,部署2,社員,10:00,CCC-ALJ-4-0,AB開発,1:00
2023/10/11,42,神戸 神戸,部署2,社員,10:00,CCC-ALJ-4-0,AB開発,2:00
2023/10/11,42,神戸 神戸,部署2,社員,10:00,CCC-ALJ-4-0,AB開発,1:00
2023/10/11,42,神戸 神戸,部署2,社員,10:00,CCC-ALJ-4-0,AB開発,5:00
2023/10/11,42,神戸 神戸,部署2,社員,10:00,CCC-ALJ-4-0,AB開発,1:00
2023/10/11,40,今 今,部署2,社員,8:00,CCC-ALJ-4-0,AB開発,0:15
2023/10/11,40,今 今,部署2,社員,8:00,CCC-ALJ-4-0,AB開発,3:45
2023/10/11,40,今 今,部署2,社員,8:00,CCC-ALJ-4-0,AB開発,4:00
2023/10/11,45,動物 動物,部署2,社員,11:00,CCC-SNC-11-2,S常駐業務,11:00
2023/10/11,43,照子 照子,部署1,社員,8:15,AAA-DIDDD-1-0,DDD常駐業務,1:00
2023/10/11,43,照子 照子,部署1,社員,8:15,AAA-DIDDD-1-0,DDD常駐業務,7:15
2023/10/11,41,府 府,部署2,社員,0:00,未入力,未入力,0:00
2023/10/11,32,昔 昔,部署2,社員,9:10,AAA-IC-1-0,J業務,9:10
2023/10/11,47,浜辺 浜辺,部署1,社員,9:07,AAA-DDDEC-2-0,K事業,2:00
2023/10/11,47,浜辺 浜辺,部署1,社員,9:07,AAA-DDDEC-2-0,K事業,4:07
2023/10/11,47,浜辺 浜辺,部署1,社員,9:07,AAA-DDDEC-2-0,K事業,3:00
2023/10/11,44,王都 王都,部署2,社員,8:00,CCC-YC-1-0,L作業,8:00
2023/10/11,46,奈良 なら,部署1,社員,0:00,未入力,未入力,0:00
2023/10/11,19,山田 山田,部署3,社員,8:00,未入力,未入力,0:00
2023/10/11,20,円筒 円筒,部署2,社員,8:00,DDD-1-0,L作業,0:30
2023/10/11,20,円筒 円筒,部署2,社員,8:00,CCC-CVL-1-1,Y業務,1:30
2023/10/11,20,円筒 円筒,部署2,社員,8:00,CCC-OPS-1-0,K業務,0:30
2023/10/11,20,円筒 円筒,部署2,社員,8:00,CCC-CVL-1-1,Y業務,5:30
2023/10/11,23,生徒 生徒,部署2,社員,11:00,AAA-IC-4-0,J業務,11:00
2023/10/11,22,自然 自然,部署1,社員,0:00,未入力,未入力,0:00
2023/10/11,39,途方 途方,部署2,社員,8:00,AAA-DDDAS-2-0,K事業,0:30
2023/10/11,39,途方 途方,部署2,社員,8:00,AAA-DDDAS-2-0,K事業,7:30
2023/10/11,35,青森 青森,部署2,社員,7:55,AAA-IC-5-0,K事業,7:55
2023/10/11,28,扇子 扇子,部署2,社員,11:30,CCC-SNC-11-2,S常駐業務,3:30
2023/10/11,28,扇子 扇子,部署2,社員,11:30,CCC-SNC-11-2,S常駐業務,3:30
2023/10/11,28,扇子 扇子,部署2,社員,11:30,CCC-SNC-11-2,S常駐業務,4:30
2023/10/11,1,伊藤 伊藤,部署2,社員,7:30,AAA-ILL-1-0,K事業,7:30
2023/10/11,5,群馬 群馬,部署4,社員,0:00,未入力,未入力,0:00
2023/10/11,24,首都 首都,部署2,社員,10:00,DDD-1-0,L作業,0:30
2023/10/11,24,首都 首都,部署2,社員,10:00,DDD-2-0,Y業務,2:00
2023/10/11,24,首都 首都,部署2,社員,10:00,AAA-IC-1-0,J業務,4:45
2023/10/11,24,首都 首都,部署2,社員,10:00,DDD-1-0,L作業,0:45
2023/10/11,24,首都 首都,部署2,社員,10:00,DDD-1-0,L作業,2:00
2023/10/11,14,壮図 壮図,部署2,契約,8:00,CCC-OPS-2-0,K業務,2:00
2023/10/11,14,壮図 壮図,部署2,契約,8:00,CCC-OPS-2-0,K業務,6:00
2023/10/11,15,千葉 千葉,部署2,契約,8:00,CCC-SNC-1-4,S常駐業務,1:00
2023/10/11,15,千葉 千葉,部署2,契約,8:00,CCC-SNC-1-4,S常駐業務,4:00
2023/10/11,15,千葉 千葉,部署2,契約,8:00,CCC-SNC-11-2,S常駐業務,3:00
2023/10/11,49,海 海,部署2,社員,10:30,CCC-ALJ-4-0,AB開発,8:00
2023/10/11,49,海 海,部署2,社員,10:30,CCC-ALJ-4-0,AB開発,2:30
2023/10/11,38,秋 秋,部署2,社員,0:00,未入力,未入力,0:00
2023/10/11,17,延期 延期,部署1,社員,8:00,AAA-EXE-1-0,K事業,2:30
2023/10/11,17,延期 延期,部署1,社員,8:00,AAA-EXE-1-0,K事業,1:00
2023/10/11,17,延期 延期,部署1,社員,8:00,AAA-EXE-1-0,K事業,1:00
2023/10/11,17,延期 延期,部署1,社員,8:00,AAA-EXE-1-0,K事業,3:30
2023/10/11,4,尾藤 尾藤,部署1,社員,8:00,CCC-HPE-1-0,H事業,8:00
2023/10/11,7,聖来 聖来,部署1,社員,11:31,AAA-BOJ-1-0,AAA-常駐業務,11:31
2023/10/11,18,岩手 岩手,部署1,社員,9:30,AAA-HPY-1-0,G常駐業務,9:30
2023/10/11,36,三機 三機,部署1,社員,0:00,未入力,未入力,0:00
2023/10/11,30,壮太 壮太,部署1,社員,7:30,AAA-KSK-1-0,K業務,7:30
2023/10/11,34,関東 関東,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,8:00
2023/10/11,3,横 横,部署1,社員,8:26,AAA-EXE-1-0,K事業,1:30
2023/10/11,3,横 横,部署1,社員,8:26,AAA-EXE-1-0,K事業,2:00
2023/10/11,3,横 横,部署1,社員,8:26,AAA-EXE-1-0,K事業,4:56
2023/10/11,27,蓮介 蓮介,部署1,社員,9:00,AAA-EXE-1-0,K事業,1:30
2023/10/11,27,蓮介 蓮介,部署1,社員,9:00,AAA-EXE-1-0,K事業,7:30
2023/10/11,55,夏 夏,部署6,パートナー,8:00,未入力,未入力,0:00
2023/10/11,57,田中 田中,部署6,パートナー,9:00,CCC-HEX-5-1,H事業,1:00
2023/10/11,57,田中 田中,部署6,パートナー,9:00,CCC-HEX-5-1,H事業,0:15
2023/10/11,57,田中 田中,部署6,パートナー,9:00,CCC-HEX-5-1,H事業,7:45
2023/10/11,56,四国 四国,部署6,パートナー,8:00,CCC-ARM-2-0,K事業,1:00
2023/10/11,56,四国 四国,部署6,パートナー,8:00,CCC-ARM-2-0,K事業,7:00
2023/10/11,48,冬 冬,部署1,社員,8:00,CCC-SNC-11-2,S常駐業務,8:00
2023/10/11,50,大分 大分,部署2,社員,8:00,AAA-JOPS-1-0,Y業務,8:00
2023/10/11,11,三佐 三佐,部署1,契約,0:00,未入力,未入力,0:00
2023/10/11,51,大阪 大阪,部署2,社員,10:00,CCC-ARM-2-0,K事業,1:00
2023/10/11,51,大阪 大阪,部署2,社員,10:00,CCC-ARM-2-0,K事業,7:00
2023/10/11,51,大阪 大阪,部署2,社員,10:00,CCC-ARM-2-0,K事業,2:00
2023/10/11,52,丘 丘,部署1,社員,9:30,AAA-MDDDN-1-0,L作業,6:00
2023/10/11,52,丘 丘,部署1,社員,9:30,AAA-MDDDN-1-0,L作業,2:00
2023/10/11,52,丘 丘,部署1,社員,9:30,DDD-1-0,L作業,1:30
2023/10/11,53,治 治,部署2,社員,8:00,AAA-EXE-1-0,K事業,7:00
2023/10/11,53,治 治,部署2,社員,8:00,AAA-EXE-1-0,K事業,1:00
2023/10/11,54,福井 福井,部署1,社員,9:00,DDD-1-0,L作業,0:30
2023/10/11,54,福井 福井,部署1,社員,9:00,CCC-CVL-1-0,Y業務,1:30
2023/10/11,54,福井 福井,部署1,社員,9:00,DDD-1-0,L作業,2:00
2023/10/11,54,福井 福井,部署1,社員,9:00,CCC-CVL-1-0,Y業務,1:30
2023/10/11,54,福井 福井,部署1,社員,9:00,CCC-CVL-1-0,Y業務,3:30
2023/10/11,58,空 空,部署1,社員,4:00,AAA-MIX-1-0,L作業,4:00
2023/10/11,68,講師 講師,部署2,社員,8:00,DDD-1-0,L作業,7:00
